message,commit_type
Merge pull request #4088 from zpao/fix-class-test,Bug Fix
Fix Class tests,Bug Fix
Merge pull request #4086 from spicyj/ta,Other
Remove stray call to ReactDOMTextarea.unmountWrapper,Other
Merge pull request #4074 from jimfb/docs-context-parameter-confusing,Documentation
Merge pull request #4077 from neojski/svg-namespace,Other
Merge pull request #3752 from jhicken/Custom-Element-Support,Other
Merge pull request #4071 from spicyj/warn-dom-props,Other
Ignore whitelisted attributes for native custom elements that use the is attribute.,Other
Add xmlns to svg wrap,Feature
Fixed confusing use of the word/name  in documentation,Bug Fix
Fix IE8,Bug Fix
Merge pull request #4070 from tako-black/fix_md_file,Bug Fix
Fix code of getting-started-ja-JP,Bug Fix
optimize className check,Other
Merge pull request #4003 from AnSavvides/on-change-vs-on-input,Other
Merge pull request #4046 from basarat/patch-2,Other
Merge pull request #4063 from zpao/fix-ja-docs,Bug Fix
:memo: link to docs and not the blog post,Documentation
fix japanese docs permalinks,Bug Fix
Merge pull request #4045 from davemeetsworld/add-warning-for-mispelling-of-componentWillReceiveProps,Feature
Added warning for mispelling of componentWillReceiveProps and updated tests,Feature
Merge pull request #4060 from cody/addons,Feature
Fix docblock of ReactFragment,Bug Fix
Fix addon name in npm Readme,Bug Fix
Merge pull request #3884 from glenjamin/patch-3,Other
Merge pull request #4059 from jquense/patch-3,Other
Merge pull request #4040 from PiPeep/eslint-updates,Other
fix my embarrassing amount of typos in this 4 line change,Bug Fix
Merge pull request #4054 from jquense/patch-2,Other
Merge pull request #3984 from neojski/uppercase-node-name,Other
Merge pull request #4043 from spicyj/80,Other
Merge pull request #4042 from spicyj/warn-dom-props,Other
"Warn when accessing .props, .setProps on DOM components",Other
Update eslint-related dependencies,Other
Update docs to new method of accessing addons,Feature
[#3964] Add note about React's onChange vs. DOM's oninput,Feature
Always toLowerCase when comparing nodeName or tagName,Other
:memo: document changes for classes,Documentation
Merge pull request #4037 from spicyj/ref-trans,Other
Merge pull request #4035 from spicyj/dc-os,Other
Merge pull request #4034 from PiPeep/eslint-rules-as-a-plugin,Other
Only enqueue attachRefs if refs are present,Other
Remove line length lint warning,Other
Convert select/option to not use wrappers,Other
Merge pull request #4033 from spicyj/dc-events,Other
"Load custom eslint rules as plugin, w/o --rulesdir",Other
Merge pull request #4032 from PiPeep/babel-eslint-no-unused-vars,Other
"Convert form, iframe, img to not use wrappers",Other
Roll back to babel-eslint 3.1.9,Other
Merge pull request #4029 from PiPeep/warning-invariant-rules-take-two,Other
Attempt to simplify/fix warnAndMonitorForKeyUse,Bug Fix
Merge pull request #3913 from edvinerikson/edvinerikson/better-warning-message,Other
Merge pull request #4030 from spicyj/dc-button,Other
Check warning/invariant calls have good messages,Other
Convert ReactDOMButton,Other
Merge pull request #3940 from troutowicz/context_processing,Other
Merge pull request #4027 from spicyj/dc-textarea,Other
Merge pull request #4028 from spicyj/npm-run-lint,Other
Convert ReactDOMTextarea to not be a wrapper,Other
Merge pull request #3941 from troutowicz/testing_type,Other
Fix `npm run lint`,Bug Fix
Merge pull request #4022 from zpao/fix-undefined-location,Bug Fix
reversed line 54 (no-op message) in ReactUpdateQueue.js and added it to the line above,Feature
Added component displayName to warning message in ReactUpdateQueue.js,Feature
Merge pull request #4011 from spicyj/cfpc,Other
Fix wording of warning-and-invariant-args linter,Bug Fix
Merge pull request #4007 from PiPeep/eslint-plugin-react,Other
Enable react/wrap-multilines eslint rule,Other
Enable more eslint-plugin-react rules,Other
Merge pull request #3416 from koba04/remove-jshint,Other
Merge pull request #4021 from PiPeep/warning-invariant-rules,Other
Remove the codes relating to jshint,Other
Add custom eslint rule for warning and invariant,Feature
Use correct location when running LinkedValueUtils proptype checks,Other
Merge pull request #3067 from jimfb/arbitrary-attributes-for-dash-elements,Other
Inline createFullPageComponent in ReactDOMComponent,Other
Merge pull request #3998 from PiPeep/comma-dangle,Other
Remove /*eslint-disable comma-dangle*/ comments,Other
Switch to using comma-dangle: always-multiline,Other
Merge pull request #4009 from jimfb/kill-.type,Other
"Kill .type (was deprecated in 0.13, to be removed in 0.14)",Other
Support arbitrary attributes on elements with dashes in the tag name.,Other
Merge pull request #4006 from cody/console,Other
Remove debug message,Bug Fix
Merge pull request #3930 from Wildhoney/add-is-attribute,Feature
Added 'is' attribute,Feature
Merge pull request #3976 from spicyj/no-wrapper,Other
Make DOM wrapper component using lower-level primitives,Other
Merge pull request #3999 from jimfb/more-context-cleanup,Other
Removed ReactContext (cleanup),Other
Merge pull request #3988 from jrobison153/troubleshooting_docs,Documentation
Merge pull request #3985 from PiPeep/eslint-tests,Other
Enable linting for __tests__,Other
Merge pull request #3997 from donabrams/patch-1,Other
Trivial mispelling in docs,Documentation
Merge pull request #3993 from arianf/doctype,Documentation
added missing DOCTYPE,Feature
Merge pull request #3992 from thorn0/patch-1,Other
Remove envify from the basic-commonjs example,Other
Addition of troubleshooting section,Feature
Merge pull request #3975 from marocchino/update-korean,Other
Merge pull request #3980 from cody/http,Other
Revert links to non-https fiddles back to http in old blog posts,Other
Merge pull request #3977 from spicyj/jest-lines,Other
Retain lines in babel under jest,Other
Update Korean transltaion to 58fb322,Other
Use babel-eslint and update eslint,Other
Merge pull request #3967 from jamischarles/master,Other
Merge pull request #3970 from jimfb/remove-_context,Other
0.14.0-alpha3,Other
Removed ReactElement._context (cleanup),Other
Merge pull request #3969 from spicyj/pt,Other
"Fix PropTypes.{oneOf, oneOfType} validation",Bug Fix
"Added challenge, keyParams and keyType on <keygen>",Feature
Merge pull request #3966 from spicyj/no-worker-test,Other
Remove web worker test,Other
Merge pull request #3963 from alansouzati/REACT_PROP_ARRAY_VALIDATION,Other
Adding validation for array in ReactPropTypes.,Feature
Merge pull request #3950 from cody/capture,Other
Add capture to supported attributes,Feature
Merge pull request #3923 from jimfb/fix-grunt-test-debug,Bug Fix
Fixed failing unit tests in browsers that don't support WebComponents,Bug Fix
Assert instance type using internal constructor,Other
Process childContextTypes via internal constructor,Other
Merge pull request #3938 from vjeux/blog_rn_release_process,Other
[Blog post] React Native Release Process,Other
Merge pull request #3934 from spicyj/gh-3921,Other
Merge pull request #3935 from julen/docs/transition-group,Documentation
Docs: value for `transitionAppear` must be boolean,Documentation
Dedupe warnings in validateDOMNesting,Other
Merge pull request #3909 from spicyj/tir-redirect,Other
Redirect Thinking in React blog post to docs,Documentation
Merge pull request #3788 from zpao/better-invariantwarning-replacement,Other
Better invariant / warning replacement,Other
Merge pull request #3931 from marocchino/update-korean,Other
Update Korean transltaion to 5bee4a5,Other
Merge pull request #3803 from zpao/docs-fancy-authors,Documentation
[docs] Give authors links.,Documentation
Update website with 0.13.3 builds,Other
v0.13.3 blog post,Other
Changelog for 0.13.3,Other
Readme for 0.13.3,Other
Fix docs for #3690,Bug Fix
Merge pull request #3912 from laskos/shallow-context-pass,Other
Add shallow context pass test,Feature
Merge pull request #3917 from spicyj/option-context,Other
0.14.0-alpha2,Other
"Pass context to DOM wrappers, use it in <option>",Other
Merge pull request #3896 from zpao/babel-ignore-web-components,Other
[docs] Fix 404 due to relative url,Bug Fix
Merge pull request #3910 from spicyj/gh-3904,Other
Clarify tutorial instructions,Other
Merge pull request #3908 from spicyj/lint,Other
Remove unused variable,Other
Merge pull request #3905 from troeggla/replace-getdomnode,Other
Replaced call to deprected .getDOMNode() with React.findDOMNode().,Other
Merge pull request #3883 from spicyj/revert-nested,Other
Add test for DOM node as this.props.children,Feature
"Revert ""Add key warning to nested collections""",Feature
Merge pull request #3894 from bhamodi/patch-2,Other
Merge pull request #3892 from spicyj/docs-wwb,Documentation
Ignore third_party JS in internal transform step,Other
Update Styling Guide in Contributing Docs,Documentation
[docs] Clarify wording in Working with the Browser,Documentation
Merge pull request #3737 from Morhaus/nested-proptypes-warnings,Other
Merge pull request #3888 from marocchino/korean-update,Other
Merge pull request #3889 from garethnic/WorkBrowser,Other
change wording,Other
Update Korean Translation to 5275244,Other
Document boolean attributes in JSX,Documentation
Merge pull request #3866 from sebmarkbage/coreapi,Other
Reorganize Src Files for Isomorphic React Package,Other
Merge pull request #3746 from chrisgrovers/patch-1,Other
Merge pull request #3874 from bhamodi/patch-1,Other
Merge pull request #3881 from ef718/docs-grammar,Documentation
"Followup to #3852, use https",Other
Merge pull request #3882 from wali-s/get-html5-minlength-working,Other
Get HTML5 minlength working.,Other
Merge pull request #3847 from bloodyowl/option-flatten-children,Other
Merge pull request #3719 from spicyj/vdn2,Other
Merge pull request #3651 from spicyj/tac-noi,Other
Add punctuation,Feature
"<option> added children flatten, & warn if invalid",Feature
Better warnings for nested propTypes,Other
Update CONTRIBUTING.md,Other
Merge pull request #3872 from spicyj/nested-num,Other
Merge pull request #3869 from zpao/jsx-cleanup,Other
"Use Babel to transform JS in docs, update other calls",Documentation
Split message for deep numeric key warning too,Other
Merge pull request #3871 from spicyj/group,Other
Deprecate reactjs Google Group,Other
Merge pull request #3870 from spicyj/gh-3865,Other
Clarify ReactElement prop validation message,Other
Merge pull request #3861 from spicyj/nested-v,Other
Merge pull request #3864 from cvrebert/patch-1,Other
[docs] Move pre-compiled JS files,Documentation
Don't run non-existant fbtransform tests,Other
bower.json: remove moot `version` field,Other
Split out warning message for nested key warning,Other
Merge pull request #3857 from spicyj/dev-rckv,Other
Set _reactChildKeysValidated in dev mode only,Other
Merge pull request #3856 from chaseadamsio/chaseadamsio-patch-1,Other
Change object typo to objects,Other
Merge pull request #3834 from chicoxyzzy/remove_jslint,Other
Merge pull request #3837 from davidneat/transition-group-appear-high-level-docs,Documentation
0.14.0-alpha1,Other
Fix esprima-fb dependency,Bug Fix
Merge pull request #3852 from thewarpaint/patch-1,Other
"Add Wikipedia link to Cross-site scripting on ""XSS attack"" string",Feature
Merge pull request #3841 from spicyj/yolo,Other
Preserve prototype with replaceState,Other
added animate initial mounting section to animation docs,Feature
Follow-up to follow-up to #3718,Other
Merge pull request #3835 from zpao/fix-keys-keys-keys-test,Bug Fix
Followup to #3758 so we actually test things,Other
remove jslint comments,Other
Merge pull request #3831 from MadLittleMods/tab-size-unit-less,Other
Add support for unitless tabSize/tab-size,Feature
Merge pull request #3828 from chicoxyzzy/patch-1,Other
Merge pull request #3829 from murashki/ReactMultiChildText-test.js-__html-typo,Other
Merge pull request #3830 from gberg1/patch-1,Other
Formatting of line 19 ReactNativeComponent.js,Other
ReactMultiChildText-test.js fix __html typo,Bug Fix
add a badge with latest npm package published,Feature
Merge pull request #3718 from framp/master,Other
Follow-ups for #3718,Other
Added support for namespace attributes,Feature
Merge pull request #3777 from zpao/deprecate-react-tools,Other
"Remove transforms from repo, react-tools",Other
Merge pull request #3815 from neojski/isMounted-should-return-boolean,Other
IsMounted should always return a boolean.,Other
Merge pull request #3813 from spicyj/babel,Other
